timestamp,action,response_time_ms,status_code,isp,region,node_id,cpu_usage,mem_usage,disk_io,is_error,anomaly_signal
2026-04-02 16:05:11.412332,Login,211.94354917725423,200,Glo,Lagos,fintech-srv-01,42.48357076505616,29.47097031737878,28.225981977595097,0,1
2026-04-02 16:10:11.412332,Transfer,275.8716931531205,200,Glo,Lagos,fintech-srv-01,39.30867849414408,26.01957055654629,29.280693591077306,0,1
2026-04-02 16:15:11.412332,Login,348.4462348189108,200,MTN,Lagos,fintech-srv-01,43.23844269050346,31.325426631138058,40.31106241500632,0,1
2026-04-02 16:20:11.412332,CheckBalance,250.33046894546376,200,MTN,Lagos,fintech-srv-01,47.61514928204013,27.60336906637246,21.276734223890067,0,-1
2026-04-02 16:25:11.412332,Transfer,276.8486464826499,200,Glo,Lagos,fintech-srv-01,38.82923312638332,30.22904640197186,22.721584467780797,0,1
2026-04-02 16:30:11.412332,Login,309.00636845307105,200,MTN,Lagos,fintech-srv-01,38.8293152152541,30.69123030271539,46.985671645145466,0,1
2026-04-02 16:35:11.412332,Login,225.22548099765973,200,MTN,Lagos,fintech-srv-01,47.89606407753696,32.88508890383611,12.24897179403889,0,1
2026-04-02 16:40:11.412332,Transfer,273.4875545628329,200,Airtel,Lagos,fintech-srv-01,43.837173645764544,27.573426199280387,29.42537193653361,0,1
2026-04-02 16:45:11.412332,Transfer,211.3341706258656,200,Glo,Lagos,fintech-srv-01,37.65262807032524,24.17933797123676,46.51203201631447,0,-1
2026-04-02 16:50:11.412332,CheckBalance,304.4679352400418,200,Airtel,Lagos,fintech-srv-01,42.71280021792983,30.613356657745605,34.41452031272628,0,1
2026-04-02 16:55:11.412332,CheckBalance,275.3181028308261,200,Airtel,Lagos,fintech-srv-01,37.68291153593769,33.87397521661972,31.85628296848528,0,1
2026-04-02 17:00:11.412332,Login,280.47887238874534,200,Glo,Lagos,fintech-srv-01,37.67135123214872,32.77814084483669,19.989767169174208,0,1
2026-04-02 17:05:11.412332,CheckBalance,222.36379463880428,200,Airtel,Lagos,fintech-srv-01,41.20981135783017,30.74686225486687,23.73101956257793,0,1
2026-04-02 17:10:11.412332,Transfer,294.09475065736586,200,Airtel,Lagos,fintech-srv-01,30.43359877671101,29.371566338413324,44.08193663218772,0,1
2026-04-02 17:15:11.412332,Login,368.2284044381745,200,Glo,Lagos,fintech-srv-01,31.375410837434835,31.99637918831184,32.368725270738324,0,-1
2026-04-02 17:20:11.412332,CheckBalance,206.52908899056587,200,MTN,Lagos,fintech-srv-01,37.188562353795135,28.462336880988087,30.5896877502712,0,1
2026-04-02 17:25:11.412332,Transfer,245.79092982656232,200,MTN,Lagos,fintech-srv-01,34.93584439832788,31.389440104469266,13.983188541601155,0,1
2026-04-02 17:30:11.412332,CheckBalance,274.5302940473043,200,Airtel,Lagos,fintech-srv-01,41.57123666297637,31.47496016944988,10.641126258204924,0,1
2026-04-02 17:35:11.412332,Login,304.5437805027392,200,Airtel,Lagos,fintech-srv-01,35.45987962239394,32.61173495147418,48.54740754748197,0,1
2026-04-02 17:40:11.412332,Transfer,244.09854673484327,200,Airtel,Lagos,fintech-srv-01,32.93848149332354,36.03793049965839,25.079446691473667,0,1
