timestamp,node_id,cpu_usage,mem_usage,disk_io
2026-04-02 16:05:11.412332,fintech-srv-01,42.483570765056164,29.47097031737878,28.225981977595097
2026-04-02 16:10:11.412332,fintech-srv-01,39.308678494144075,26.019570556546295,29.280693591077302
2026-04-02 16:15:11.412332,fintech-srv-01,43.23844269050346,31.325426631138058,40.31106241500632
2026-04-02 16:20:11.412332,fintech-srv-01,47.61514928204013,27.60336906637246,21.276734223890067
2026-04-02 16:25:11.412332,fintech-srv-01,38.82923312638332,30.22904640197186,22.721584467780794
2026-04-02 16:30:11.412332,fintech-srv-01,38.8293152152541,30.69123030271539,46.985671645145466
2026-04-02 16:35:11.412332,fintech-srv-01,47.896064077536955,32.88508890383611,12.24897179403889
2026-04-02 16:40:11.412332,fintech-srv-01,43.837173645764544,27.573426199280387,29.425371936533615
2026-04-02 16:45:11.412332,fintech-srv-01,37.65262807032524,24.179337971236762,46.51203201631447
2026-04-02 16:50:11.412332,fintech-srv-01,42.712800217929825,30.613356657745605,34.41452031272628
2026-04-02 16:55:11.412332,fintech-srv-01,37.68291153593769,33.87397521661972,31.85628296848528
2026-04-02 17:00:11.412332,fintech-srv-01,37.671351232148716,32.77814084483669,19.989767169174208
2026-04-02 17:05:11.412332,fintech-srv-01,41.20981135783017,30.74686225486687,23.73101956257793
2026-04-02 17:10:11.412332,fintech-srv-01,30.43359877671101,29.371566338413324,44.08193663218772
2026-04-02 17:15:11.412332,fintech-srv-01,31.375410837434835,31.996379188311842,32.368725270738324
2026-04-02 17:20:11.412332,fintech-srv-01,37.188562353795135,28.462336880988087,30.589687750271196
2026-04-02 17:25:11.412332,fintech-srv-01,34.93584439832788,31.389440104469262,13.983188541601157
2026-04-02 17:30:11.412332,fintech-srv-01,41.57123666297637,31.47496016944988,10.641126258204924
2026-04-02 17:35:11.412332,fintech-srv-01,35.45987962239394,32.61173495147418,48.54740754748197
2026-04-02 17:40:11.412332,fintech-srv-01,32.93848149332354,36.03793049965839,25.079446691473667
2026-04-02 17:45:11.412332,fintech-srv-01,47.32824384460777,31.330737641553565,34.12852248398018
2026-04-02 17:50:11.412332,fintech-srv-01,38.87111849756732,29.555273741140837,13.188602927491399
2026-04-02 17:55:11.412332,fintech-srv-01,40.337641023439616,30.549347653531644,37.324571428921864
2026-04-02 18:00:11.412332,fintech-srv-01,32.87625906893272,27.089639753497195,47.302668348238434
2026-04-02 18:05:11.412332,fintech-srv-01,37.27808637737409,29.26566058645712,33.02661011989679
2026-04-02 18:10:11.412332,fintech-srv-01,40.554612948549334,29.86381725776883,15.044612895016423
2026-04-02 18:15:11.412332,fintech-srv-01,34.24503211288849,29.661500623485654,33.26886109893907
2026-04-02 18:20:11.412332,fintech-srv-01,41.87849009172836,31.041682448782087,40.653888524186094
2026-04-02 18:25:11.412332,fintech-srv-01,36.99680655040598,29.11942812531004,26.256661462960746
2026-04-02 18:30:11.412332,fintech-srv-01,38.54153125103362,33.03362461008319,45.193509917658716
2026-04-02 18:35:11.412332,fintech-srv-01,36.991466938853016,30.819272690630438,35.94731813429458
2026-04-02 18:40:11.412332,fintech-srv-01,49.26139092254469,30.82755320387662,45.969956731568104
2026-04-02 18:45:11.412332,fintech-srv-01,39.93251387631033,30.217659698487815,34.94021244989349
2026-04-02 18:50:11.412332,fintech-srv-01,34.7114453552205,31.21112578459141,15.251518880192968
2026-04-02 18:55:11.412332,fintech-srv-01,44.11272456051594,32.57823623156852,22.387668444207563
2026-04-02 19:00:11.412332,fintech-srv-01,33.89578175014489,29.22107455617125,18.071797930098278
2026-04-02 19:05:11.412332,fintech-srv-01,41.04431797502378,29.66639729480234,46.353059908674496
2026-04-02 19:10:11.412332,fintech-srv-01,30.201649380601122,30.402473500759328,40.41600269149931
2026-04-02 19:15:11.412332,fintech-srv-01,33.359069755507846,28.34547899672603,37.05593475640024
2026-04-02 19:20:11.412332,fintech-srv-01,40.984306179345616,29.42600040958926,22.038652785264865
2026-04-02 19:25:11.412332,fintech-srv-01,43.69233289997705,30.13936966730274,17.361790882008542
2026-04-02 19:30:11.412332,fintech-srv-01,40.85684140594985,32.86788506117732,40.25804351955647
2026-04-02 19:35:11.412332,fintech-srv-01,39.4217585880588,31.67152464311551,28.96631783516319
2026-04-02 19:40:11.412332,fintech-srv-01,38.494481522053555,31.560877093206553,19.031582086025164
2026-04-02 19:45:11.412332,fintech-srv-01,32.60739004816286,32.90278848016721,34.664879126611005
